relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0003769.pdf_64_64_6_6_30_30	c-Myc/HP:0009733|Glioma	{6}	{30}	{To,directly,measure,the,expression,of,c-Myc,in,human,brain,tumors,",",we,further,evaluated,c-Myc,expression,by,ﬂow,cytometry,in,both,CD,1,33,+,and,CD,133fractions,of,glioma,cells,acutely,isolated,from,human,surgical,biopsy,specimens,without,in,vitm,culture,(,Figure,1C,),.}	{"The differential mRNA levels translated into higher levels of c-Myc protein in CDl33 + glioma cells than matched CDl33 — cells ( Figure 1B ) .","Consistent with prior reports [ 23,24 ] , the cancer stem cell-enriched fractions also expressed high levels of Olig2 , a marker of adult neural multipotent progenitors ( Figure 1B ) ."}	{"Approximately half of the CDl33 + cells were high in c-Myc expression , whereas nearly 90 % CDl33 — cells expressed low levels of c-Myc ( Figure ID ) .","We further examined c-Myc expression in glioma cancer stem cells using sections generated from acutely frozen human glioma surgical specimens ."}	0.29
RELATION_GENEHPOTERM_journal.pone.0049139.pdf_11_11_12_12_19_19	PK2/HP:0003006|Neuroblastoma	{12}	{19}	{Here,we,report,that,Galectin-3,impairs,MYCN,—,primed,and,H,|,PK2,—,p53,—,dependent,apoptosis,in,neuroblastoma,cells,.}	{"We recently reported that the apoptosis — sensitive phenotype induced by MYCN is linked to stabilization of p53 and its proapoptotic kinase HIPK2 .","In MYCN primed neuroblastoma cells , further activation of both H | PK2 and p53 by Nut | in — 3 leads to massive apoptosis in vitro and to tumor shrinkage and impairment of metastasis in xenograft models ."}	{"Galectin-3 is broadly expressed in human neuroblastoma cell lines and tumors and is repressed by MYCN to induce the apoptosis — sensitive phenotype .","Despite its reduced levels , Galectin-3 can still exert residual antiapoptotic effects in MYCN amplified neuroblastoma cells , possibly due to its speciﬁc subcellular localization ."}	0.538
RELATION_GENEHPOTERM_journal.pone.0082735.pdf_250_250_26_27_30_30	parathyroid_hormone/HP:0002149|Hyperuricemia	{26,27}	{30}	{Hui,],Y,",",Choi,],VV,",",lVIount,DB,",",Zhu,Y,",",Zhang,Y,",",et,al.,(,2012,),The,independent,association,between,parathyroid,hormone,levels,and,hyperuricemia,:,a,national,population,study,.}	{"VValker 1 \\\\ ’ ID , Fleischer ] B , Di Tullio IVIR , Homma S , Rundek T , et al. ( 2010 ) Cardiac structure and diastolic function in mild primary hyperparathyroidism . ]","Clin Endocrinol 1 \\\\ ’ Ietab 95 : 217242179 ."}	{"Arthritis Res Ther 14 : R56 .","Nabipour I , Saml ) rook PN , Blyth FlVI , ] anu IVIR , Wlaite LIVI , et al. ( 201 1 ) Serum uric acid is associated with bone health in older men : a cross ~ sectional population-based study . ]"}	0.424
RELATION_GENEHPOTERM_journal.pone.0079884.pdf_694_694_31_31_47_47	ABCA1/HP:0100602|Preeclampsia	{31}	{47}	{Plosch,T,",",Gellhaus,A,",",van,Straten,EM,",",Wolf,N,",",Huijkman,NC,et,al.,(,2010,),The,liver,X,receptor,(,LXR,),and,its,target,gene,ABCA1,are,regulated,upon,low,oxygen,in,human,trophoblast,cells,:,a,reason,for,alterations,in,preeclampsia,?}	{"00861.2008 .","PubMed : 19151255 ."}	{"Placenta 31 : 910-918 .","doi :10.1016 / j. p | acenta .2010.07.009 ."}	0.844
RELATION_GENEHPOTERM_SCPDFS_24750.pdf_622_622_16_16_39_44	ATP1A2/HP:0002083|Migraine without aura	{16}	{39,44}	{No,mutation,or,potentially,significant,genetic,variant,was,found,in,our,Chrlq,FHM,family,for,the,ATP1A2,or,ATPIA4,genes,;,however,",",detected,polymorphisms,may,be,of,interest,for,future,studies,of,more,common,genetically,complex,forms,of,migraine,",",especially,migraine,without,aura,",",or,for,other,disorders,disturbing,vascular,tone,such,as,hypertension,and,heart,disease,.}	{"The ATPases help maintain and ﬁne-tune excitable neuronal , muscle , and resting cell membrane potentials for a variety of tissues depending on the number and combinations of ATPase isoforms .","They are known to play a role in modulating vascular tone within the cardiovascular , autonomic ( Medford , 1993 ) , and probably cerebrovascular systems ."}	{Acknowledgements,"This work is supported by NIH grant NS01945-03 ( KG ) ."}	0.268
RELATION_GENEHPOTERM_journal.pone.0087875.pdf_576_576_5_5_23_24	TANGO/HP:0001402|Hepatocellular carcinoma	{5}	{23,24}	{A/IZA3,",",also,known,as,TANGO,",",encodes,melanoma,inhibitory,activity,family,member,3,",",which,exhibits,tumor,suppressor,properties,in,colon,and,hepatocellular,carcinomas,and,in,malignant,melanoma,[,49,],.}	{"LCW2 , also known as NGAL , encodes lipocalin 2 , which is a neutrophil gelatinase-associated lipocalin that contributes to tumor progression [ 47 ] .","Lipocalin 2 is also known as an adipokine that is upregulated by insulin via the PI3K and MAPK signaling pathways [ 48 ] ."}	{"PHLPP ] encodes PH domain and leucine-rich repeat protein phosphatase 1 , which dephosphorylates AKT [ 50 ] and suppresses the growth of colon cancer and glioblastoma cells [ 51 ] .","PIK3 CA encodes phosphatidylinositol4,5-bisphosphate 3-kinase catalytic subunit o : , which is mutated in many types of human tumors , including IPMNs [ 52,53 ] ."}	0.386
RELATION_GENEHPOTERM_journal.pone.0056829.pdf_32_32_2_2_28_29	hPEBP4/HP:0012191|B-cell lymphoma	{2}	{28,29}	{Considering,that,hPEBP4,conferred,cellular,resistance,to,rituximab,treatment,and,was,preferentially,expressed,in,lymphoma,tissue,",",it,could,be,a,potential,valuable,target,for,adjuvant,therapy,for,B-cell,lymphoma,.}	{"CDC in B-cell lymphomas .","Meanwhile , hPEBP4 knockdown potentiated the Chemosensitization of the rituximab in B-cell lymphoma cells by regulating the expression of Bcl-xl , Cycline E , p21 \\" \\" * ‘ f ’“ i ‘” and p53 and the activation of caspase-3 and caspase-9 ."}	{"Citation : Wang K , Jiang Y , Zheng W , Liu Z , Li H , et al. ( 2013 ) Silencing of Human Phosphatidylethanolamine-Binding Protein 4 Enhances Rituximab-Induced Death and Chemosensitization in B-Cell Lymphoma .","PLoS ONE 8 ( 2 ) : e56829 ."}	0.416
RELATION_GENEHPOTERM_journal.pone.0015170.pdf_52_52_3_3_25_25	HRAS/HP:0002861|Melanoma	{3}	{25}	{Expression,of,oncogenic,HRAS,driven,by,kita,promoter,/,enhancer,sequences,induces,hyperproliferation,of,embryonic,melanocytes,In,order,to,generate,a,ﬂexible,zebraﬁsh,model,of,melanoma,we,took,advantage,of,the,UAS-Gal4,binary,system,",",which,has,been,extensively,used,in,Drosophila,and,lately,developed,for,the,zebraﬁsh,[,9,",",lO,",",l,l,",",l2,",",l3,],.}	{"In these models , with the exception of the model developed in medaka using the Xmr/c oncogene [ 7 ] , melanoma develops only in the presence of coadjuvating mutations in p53 [ 5,8 ] or if they do arise spontaneously then again take several months to materialize and then only infrequently Here we report on a zebraﬁsh model of melanoma that expresses oncogenic HRAS under the kita promoter and develops melanoma by l — 3 months of age , without the need of coadjuvating mutations in tumor suppressors",Results}	{"We crossed ﬁsh from Et ( / : ita .","‘ Ga [ TA4 , UAS : mC/zemzj/zzm ] line [ 13 ] with ﬁsh from the Tg ( UAS ."}	0.758
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0047325.pdf_529_529_30_30_33_34_UNSUP	TP53/HP:0003002|Breast carcinoma	{30}	{33,34}	{Langerod,A,",",Bukholm,IR,",",Bregard,A,",",Lonning,PE,",",Andersen,TI,",",et,al.,(,2002,),The,TP53,codon,72,polymorphism,may,affect,the,function,of,TP53,mutations,in,breast,carcinomas,1,),ut,not,in,colorectal,carcinomas,.}	{"Bougeard G , Baert-Desurmont S , Tournier I , Vasseur S , Nfartin C , et al. ( 2006 ) Impact of the l \\\\ ’ 1Dl \\\\ ’12 SNP309 and p53 Arg72Pro polymorphism on age of tumour onset in Li-Fraumeni syndrome .","Journal of medical genetics 43 : 5314 533 ."}	{"Cancer epidemiologg biomarkers & prevention : 168441688 .","Norberg T , Lennerstrand J , Inganas l \\\\ ’ 1 , BerghJ ( 1998 ) Comparison between p53 protein measurements using the luminometric immunoassay and immuno ~ histochemistry with detection ofp53 gene mutations using cDNA sequencing in human breast tumors ."}	1
RELATION_GENEHPOTERM_journal.pone.0071050.pdf_101_101_254_254_62_63	albumin/HP:0000819|Diabetes mellitus	{254}	{62,63}	{Age,(,years,),65,(,56,to,74,),67,(,56,to,75,),67,(,64,to,77,),0.342,Gender,(,%,Female,),46,%,32,%,35,%,0.234,Time,since,initiation,of,dialysis,(,days,),518,(,31,to,1437,),245,(,31,to,1142,),134,(,31,to,790,),0.344,Diabetes,mellitus,(,%,),43,%,38,%,41,%,0.900,Current,smoker,(,%,),27,%,31,%,19,%,0.278,Weight,(,kg,),68,(,62,to,82,),72,(,63,to,80,),70,(,58,to,80,),0.812,Body,mass,indexb,(,kg/m2,),24.1,(,22.3,to,27.2,),24.6,(,22.0,to,27.6,),24.9,(,20.9,to,27.0,),0.817,Systolic,blood,pressure,(,mmHg,),131,(,115,to,147,),136,(,117,to,150,),118,(,97,to,143,),0.013,Diastolic,blood,pressure,(,mmHg,),71,(,58,to,85,),70,(,59,to,81,),63,(,54,to,70,),0.016,Hemoglobin,(,mg/dL,),10.3,(,8.6,to,11.7,),10.2,(,9.0,to,11.7,),10.0,(,9.2,to,11.0,),0.794,Leukocytes,(,109/L,),8,(,5,to,11,),8,(,6,to,11,),8,(,6,to,12,),0.641,Platelets,(,109/L,),214,(,140,to,290,),231,(,179,to,294,),198,(,136,to,257,),0.056,Serum,albumin,(,g/L,),3.5,(,2.9,to,3.9,),3.3,(,2.9,to,3.7,),3.1,(,2.5,to,3.8,),0.097,Urea,(,mg/dL,),87,(,61,to,119,),70,(,52,to,99,),68,(,45,to,84,),0.010,Serum,potassium,(,mmol/L,),4.6,(,4.1,to,5.5,),4.7,(,4.2,to,5.2,),4.5,(,4.0,to,5.3,),0.535,Serum,calcium,(,mmol/L,),2.21,(,2.09,to,2.42,),2.21,(,2.08,to,2.40,),2.21,(,2.07,to,2.36,),0.700,Serum,phosphorus,(,mg/dL,),1.52,(,1.20,to,2.10,),1.60,(,1.20,to,2.07,),1.59,(,1.09,to,2.13,),0.850,Parathyroid,hormone,(,ng/mL,),95,(,33,to,296,),109,(,42,to,233,),96,(,52,to,191,),0.861,Serum,cholesterol,(,mg/dL,),178,(,134,to,222,),158,(,135,to,193,),139,(,117,to,170,),0.019,Low,.}	{a,"Characteristic Lowest category Medium category Highest category P-value"}	{"— .","Density ."}	0.356
RELATION_GENEHPOTERM_journal.pgen.1002688.pdf_87_87_15_15_10_10	YY1/HP:0002861|Melanoma	{15}	{10}	{"\\\\",/,Ve,therefore,performed,expression,proﬁling,analysis,using,MALME-3M,melanoma,cells,with,or,without,YY1,knockdown,.}	{"\\\\ / Vhile a decrease in cell numbers clearly indicates cell death , it is plausible that there could also be anti-proliferative effects in some ( surviving ) cells , a possibility that will require additional study .","YY1 is required for the expression of melanocyte survival and differentiation genes Melanocyte deﬁciency and premature gray hair in melanocytespeciﬁc 19 ] conditional knockout mice are reminiscent of the melanocyte deﬁciency phenotype in human Waardenburg syndrome and related disorders and suggest that YY1 may transcriptionally regulate genes important for lineage development or survival ."}	{"Although the Waardenburg syndrome genes PAX3 , SOXI o , MITF , EDN3 and EDNRB were not dramatically affected at the mRNA level ( Table S1 ) , expression of the piebaldism gene KIT was signiﬁcantly down-regulated upon loss of YY1 ( Table S1 and Figure 2D ) .","It is currently unclear whether the diminished MALME-3M viability upon loss of YY1 is mediated by suppression of KIT expression , or the other survival factors ."}	0.446
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_37794.pdf_332_332_252_252_33_33_UNSUP	FMR1/HP:0001251|Ataxia	{252}	{33}	{Gene,P,value,Q,value,MDAG,interactor,Disorders,CREBBP,0.0266,0.011509,SLC6A4,Ataxia,",",hypoxia,",",mental,retardation,HPRT1,0.0353,0.012024,FMRLADSL,Ataxia,",",fragile,X,",",mental,retardation,RPS6KB1,0.0402,0.012267,PTEN,Ataxia,",",hypoxia,",",tuberous,sclerosis,MYO5A,0.052,0.013362,FMR1,Fragile,X,",",hypotonia,",",mental,retardation,LAMA2,0.0557,0.013695,DCX,Microcephaly,",",hypotonia,",",mental,retardation,MAPIB,0.0561,0.013695,FMR1,",",FXR1,",",MAP2,Fragile,X,",",tuberous,sclerosis,",",mental,retardation,HNRNPK,0.0577,0.013969,FMR1,Fragile,X,",",hypoxia,",",mental,retardation,TTR,0.0847,0.016765,APOE,Ataxia,",",fragile,X,",",major,depression,GRIA3,0.0868,0.016897,NTF4,Seizure,disorder,",",Rett,syndrome,",",mental,retardation,EIF4E,0.1003,0.018382,MAP2,Ataxia,",",hypoxia,",",tuberous,sclerosis,ALAS2,0.108,0.019111,MAOA,",",SLC40A1,Ataxia,",",hypoxia,",",mental,retardation,MTHFR,0.1179,0.020015,APOE,Microcephaly,",",major,depression,",",mental,retardation,GH1,0.1297,0.021108,NF1,Seizure,disorder,",",Hypoxia,",",mental,retardation,PIK3R1,0.1459,0.023355,PTEN,",",TSC1,",",MET,Ataxia,",",Hypoxia,",",tuberous,sclerosis,DBH,0.149,0.023482,TPH1,",",MAOA,",",TH,",",',ISC1,Major,depression,",",tuberous,sclerosis,",",mental,retardation,CYFIP1,0.1764,0.024964,FMR1,",",FXR1,Angelman,syndrome,",",fragile,X,",",mental,retardation,PTS,0.2004,0.026444,PTEN,Seizure,disorder,",",hypotonia,",",mental,retardation,EDN3,0.2304,0.029733,AD5L,",",PAX3,Microcephaly,",",hypoxia,",",mental,retardation,TFRC,0.2655,0.033006,SLC40A1,",",CD69,Ataxia,",",major,depression,",",hypoxia,MAPK,14,0.2887,0.034661,GLO1,",",GATA3,Ataxia,",",hypoxia,",",Rett,syndrome,SLC6A8,0.296,0.034976,FMR1,Fragile,X,",",hypotonia,",",mental,retardation,TBX1,0.3729,0.041067,PAX3,Major,depression,",",Asperger,syndrome,",",mental,retardation,ATL1,0.4141,0.044273,FMR1,",",GABRB3,Ataxia,",",mental,retardation,",",spasticity,L1CAM,0.4366,0.046007,FMR1,",",MECP2,",",DCX,Mental,retardation,",",Rett,syndrome,",",spasticity,ATM,0.0097,0.009728,PTEN,Ataxia,",",microcephaly,",",hypoxia,",",mental,retardation,OGDH,0.0062,0.009728,ABAT,Hypoxia,",",Rett,syndrome,",",hypotonia,",",mental,retardation,PQBP1,0.013,0.009728,SLC6A4,Ataxia,",",microcephaly,",",mental,retardation,",",spasticity,DMD,0.043,0.012724,DCX,Hypoxia,",",infantile,hypotonia,",",mental,retardation,PSEN1,0.0519,0.013362,APOE,Ataxia,",",major,depression,",",hypoxia,",",spasticity,BDNF,0.0643,0.014489,MAP2,",",GRIN2A,",",NTF4,",",TH,",",SLC6A4,Major,depression,",",hypoxia,",",Rett,syndrome,",",mental,retardation,FRAP1,0.0951,0.017973,PTENJSC1,Ataxia,",",seizure,disorder,",",hypoxia,",",tuberous,sclerosis,FLNA,0.2635,0.033006,DCX,",",T5C1,Microcephaly,",",hypoxia,",",tuberous,sclerosis,",",mental,retardation,NP,0.4431,0.046524,ADSL,Ataxia,",",seizure,disorder,",",hypotonia,",",spasticity,microcephaly,",",mental,retardation,PAFAH,1B1,0.0092,0.009728,ARX,",",DAB1,",",DCX,",",',ISC1,Tuberous,sclerosis,",",hypotonia,",",spasticity,microcephaly,",",seizure,disorder,HADHA,0.0204,0.011078,ACADL,Infantile,hypotonia,",",hypotonia,",",mental,retardation,RPSSKA3,0.0503,0.013362,ARX,",",GRPR,Ataxia,",",microcephaly,",",hypoxia,",",hypotonia,",",mental,retardation,RBI,0.0662,0.014495,PTEN,",",NF1,Ataxia,",",major,depression,",",hypoxia,",",tuberous,sclerosis,",",mental,retardation,EMX2,0.1834,0.025706,DCX,",",T5C1,Microcephaly,",",mental,retardation,",",tuberous,sclerosis,",",hypotonia,",",spasticity,ATRX,0.3561,0.039603,SNRPN,Ataxia,",",microcephaly,",",mental,retardation,",",hypotonia,",",spasticity,SLC17A5,0.3569,0.039603,TH,Ataxia,",",mental,retardation,",",infantile,hypotonia,",",hypotonia,",",spasticity}	{"Table 4 The top 40 network — based candidates ( NBC ) sorted on the number of autism sibling disorders ( see Fig .","1 ) in which the genes are implicated"}	{"NBC genes are directly connected to a multi — disorder autism gene , but not yet implicated in autism .","The MDAG gene ( s ) to which the NBC gene interacts is provided ."}	1
RELATION_GENEHPOTERM_journal.pone.0026363.pdf_427_427_21_21_27_27	insulin/HP:0001943|Hypoglycemia	{21}	{27}	{Ota,K,",",VVildmannJ,",",Ota,T,",",Besedovsky,H,",",del,Rey,A,(,2009,),IL-1,[,3,and,insulin,elicit,different,neuro-endocrine,responses,to,hypoglycemia,.}	{"Stenlof K , VVernstedt I , Fjallman T , VVallenius V , VVallenius K , et al. ( 2003 ) Interleukin-6 levels in the central nervous system are negatively correlated with fat mass in overweight / obese subjects .","J Clin Endocrinol Metab 88 : 4379-4383 ."}	{"Ann NY Acad Sci 1153 : 82-88 .","Luheshi GN , Gardner JD , Rushforth DA , Loudon AS , Rothwell NJ ( 1999 ) Leptin actions on food intake and body temperature are mediated by IL-1 ."}	0.352
RELATION_GENEHPOTERM_SCPDFS_37794.pdf_332_332_67_67_328_328	MAP2/HP:0001251|Ataxia	{67}	{328}	{Gene,P,value,Q,value,MDAG,interactor,Disorders,CREBBP,0.0266,0.011509,SLC6A4,Ataxia,",",hypoxia,",",mental,retardation,HPRT1,0.0353,0.012024,FMRLADSL,Ataxia,",",fragile,X,",",mental,retardation,RPS6KB1,0.0402,0.012267,PTEN,Ataxia,",",hypoxia,",",tuberous,sclerosis,MYO5A,0.052,0.013362,FMR1,Fragile,X,",",hypotonia,",",mental,retardation,LAMA2,0.0557,0.013695,DCX,Microcephaly,",",hypotonia,",",mental,retardation,MAPIB,0.0561,0.013695,FMR1,",",FXR1,",",MAP2,Fragile,X,",",tuberous,sclerosis,",",mental,retardation,HNRNPK,0.0577,0.013969,FMR1,Fragile,X,",",hypoxia,",",mental,retardation,TTR,0.0847,0.016765,APOE,Ataxia,",",fragile,X,",",major,depression,GRIA3,0.0868,0.016897,NTF4,Seizure,disorder,",",Rett,syndrome,",",mental,retardation,EIF4E,0.1003,0.018382,MAP2,Ataxia,",",hypoxia,",",tuberous,sclerosis,ALAS2,0.108,0.019111,MAOA,",",SLC40A1,Ataxia,",",hypoxia,",",mental,retardation,MTHFR,0.1179,0.020015,APOE,Microcephaly,",",major,depression,",",mental,retardation,GH1,0.1297,0.021108,NF1,Seizure,disorder,",",Hypoxia,",",mental,retardation,PIK3R1,0.1459,0.023355,PTEN,",",TSC1,",",MET,Ataxia,",",Hypoxia,",",tuberous,sclerosis,DBH,0.149,0.023482,TPH1,",",MAOA,",",TH,",",',ISC1,Major,depression,",",tuberous,sclerosis,",",mental,retardation,CYFIP1,0.1764,0.024964,FMR1,",",FXR1,Angelman,syndrome,",",fragile,X,",",mental,retardation,PTS,0.2004,0.026444,PTEN,Seizure,disorder,",",hypotonia,",",mental,retardation,EDN3,0.2304,0.029733,AD5L,",",PAX3,Microcephaly,",",hypoxia,",",mental,retardation,TFRC,0.2655,0.033006,SLC40A1,",",CD69,Ataxia,",",major,depression,",",hypoxia,MAPK,14,0.2887,0.034661,GLO1,",",GATA3,Ataxia,",",hypoxia,",",Rett,syndrome,SLC6A8,0.296,0.034976,FMR1,Fragile,X,",",hypotonia,",",mental,retardation,TBX1,0.3729,0.041067,PAX3,Major,depression,",",Asperger,syndrome,",",mental,retardation,ATL1,0.4141,0.044273,FMR1,",",GABRB3,Ataxia,",",mental,retardation,",",spasticity,L1CAM,0.4366,0.046007,FMR1,",",MECP2,",",DCX,Mental,retardation,",",Rett,syndrome,",",spasticity,ATM,0.0097,0.009728,PTEN,Ataxia,",",microcephaly,",",hypoxia,",",mental,retardation,OGDH,0.0062,0.009728,ABAT,Hypoxia,",",Rett,syndrome,",",hypotonia,",",mental,retardation,PQBP1,0.013,0.009728,SLC6A4,Ataxia,",",microcephaly,",",mental,retardation,",",spasticity,DMD,0.043,0.012724,DCX,Hypoxia,",",infantile,hypotonia,",",mental,retardation,PSEN1,0.0519,0.013362,APOE,Ataxia,",",major,depression,",",hypoxia,",",spasticity,BDNF,0.0643,0.014489,MAP2,",",GRIN2A,",",NTF4,",",TH,",",SLC6A4,Major,depression,",",hypoxia,",",Rett,syndrome,",",mental,retardation,FRAP1,0.0951,0.017973,PTENJSC1,Ataxia,",",seizure,disorder,",",hypoxia,",",tuberous,sclerosis,FLNA,0.2635,0.033006,DCX,",",T5C1,Microcephaly,",",hypoxia,",",tuberous,sclerosis,",",mental,retardation,NP,0.4431,0.046524,ADSL,Ataxia,",",seizure,disorder,",",hypotonia,",",spasticity,microcephaly,",",mental,retardation,PAFAH,1B1,0.0092,0.009728,ARX,",",DAB1,",",DCX,",",',ISC1,Tuberous,sclerosis,",",hypotonia,",",spasticity,microcephaly,",",seizure,disorder,HADHA,0.0204,0.011078,ACADL,Infantile,hypotonia,",",hypotonia,",",mental,retardation,RPSSKA3,0.0503,0.013362,ARX,",",GRPR,Ataxia,",",microcephaly,",",hypoxia,",",hypotonia,",",mental,retardation,RBI,0.0662,0.014495,PTEN,",",NF1,Ataxia,",",major,depression,",",hypoxia,",",tuberous,sclerosis,",",mental,retardation,EMX2,0.1834,0.025706,DCX,",",T5C1,Microcephaly,",",mental,retardation,",",tuberous,sclerosis,",",hypotonia,",",spasticity,ATRX,0.3561,0.039603,SNRPN,Ataxia,",",microcephaly,",",mental,retardation,",",hypotonia,",",spasticity,SLC17A5,0.3569,0.039603,TH,Ataxia,",",mental,retardation,",",infantile,hypotonia,",",hypotonia,",",spasticity}	{"Table 4 The top 40 network — based candidates ( NBC ) sorted on the number of autism sibling disorders ( see Fig .","1 ) in which the genes are implicated"}	{"NBC genes are directly connected to a multi — disorder autism gene , but not yet implicated in autism .","The MDAG gene ( s ) to which the NBC gene interacts is provided ."}	1
RELATION_GENEHPOTERM_SCPDFS_37794.pdf_332_332_187_187_413_413	CYFIP1/HP:0001251|Ataxia	{187}	{413}	{Gene,P,value,Q,value,MDAG,interactor,Disorders,CREBBP,0.0266,0.011509,SLC6A4,Ataxia,",",hypoxia,",",mental,retardation,HPRT1,0.0353,0.012024,FMRLADSL,Ataxia,",",fragile,X,",",mental,retardation,RPS6KB1,0.0402,0.012267,PTEN,Ataxia,",",hypoxia,",",tuberous,sclerosis,MYO5A,0.052,0.013362,FMR1,Fragile,X,",",hypotonia,",",mental,retardation,LAMA2,0.0557,0.013695,DCX,Microcephaly,",",hypotonia,",",mental,retardation,MAPIB,0.0561,0.013695,FMR1,",",FXR1,",",MAP2,Fragile,X,",",tuberous,sclerosis,",",mental,retardation,HNRNPK,0.0577,0.013969,FMR1,Fragile,X,",",hypoxia,",",mental,retardation,TTR,0.0847,0.016765,APOE,Ataxia,",",fragile,X,",",major,depression,GRIA3,0.0868,0.016897,NTF4,Seizure,disorder,",",Rett,syndrome,",",mental,retardation,EIF4E,0.1003,0.018382,MAP2,Ataxia,",",hypoxia,",",tuberous,sclerosis,ALAS2,0.108,0.019111,MAOA,",",SLC40A1,Ataxia,",",hypoxia,",",mental,retardation,MTHFR,0.1179,0.020015,APOE,Microcephaly,",",major,depression,",",mental,retardation,GH1,0.1297,0.021108,NF1,Seizure,disorder,",",Hypoxia,",",mental,retardation,PIK3R1,0.1459,0.023355,PTEN,",",TSC1,",",MET,Ataxia,",",Hypoxia,",",tuberous,sclerosis,DBH,0.149,0.023482,TPH1,",",MAOA,",",TH,",",',ISC1,Major,depression,",",tuberous,sclerosis,",",mental,retardation,CYFIP1,0.1764,0.024964,FMR1,",",FXR1,Angelman,syndrome,",",fragile,X,",",mental,retardation,PTS,0.2004,0.026444,PTEN,Seizure,disorder,",",hypotonia,",",mental,retardation,EDN3,0.2304,0.029733,AD5L,",",PAX3,Microcephaly,",",hypoxia,",",mental,retardation,TFRC,0.2655,0.033006,SLC40A1,",",CD69,Ataxia,",",major,depression,",",hypoxia,MAPK,14,0.2887,0.034661,GLO1,",",GATA3,Ataxia,",",hypoxia,",",Rett,syndrome,SLC6A8,0.296,0.034976,FMR1,Fragile,X,",",hypotonia,",",mental,retardation,TBX1,0.3729,0.041067,PAX3,Major,depression,",",Asperger,syndrome,",",mental,retardation,ATL1,0.4141,0.044273,FMR1,",",GABRB3,Ataxia,",",mental,retardation,",",spasticity,L1CAM,0.4366,0.046007,FMR1,",",MECP2,",",DCX,Mental,retardation,",",Rett,syndrome,",",spasticity,ATM,0.0097,0.009728,PTEN,Ataxia,",",microcephaly,",",hypoxia,",",mental,retardation,OGDH,0.0062,0.009728,ABAT,Hypoxia,",",Rett,syndrome,",",hypotonia,",",mental,retardation,PQBP1,0.013,0.009728,SLC6A4,Ataxia,",",microcephaly,",",mental,retardation,",",spasticity,DMD,0.043,0.012724,DCX,Hypoxia,",",infantile,hypotonia,",",mental,retardation,PSEN1,0.0519,0.013362,APOE,Ataxia,",",major,depression,",",hypoxia,",",spasticity,BDNF,0.0643,0.014489,MAP2,",",GRIN2A,",",NTF4,",",TH,",",SLC6A4,Major,depression,",",hypoxia,",",Rett,syndrome,",",mental,retardation,FRAP1,0.0951,0.017973,PTENJSC1,Ataxia,",",seizure,disorder,",",hypoxia,",",tuberous,sclerosis,FLNA,0.2635,0.033006,DCX,",",T5C1,Microcephaly,",",hypoxia,",",tuberous,sclerosis,",",mental,retardation,NP,0.4431,0.046524,ADSL,Ataxia,",",seizure,disorder,",",hypotonia,",",spasticity,microcephaly,",",mental,retardation,PAFAH,1B1,0.0092,0.009728,ARX,",",DAB1,",",DCX,",",',ISC1,Tuberous,sclerosis,",",hypotonia,",",spasticity,microcephaly,",",seizure,disorder,HADHA,0.0204,0.011078,ACADL,Infantile,hypotonia,",",hypotonia,",",mental,retardation,RPSSKA3,0.0503,0.013362,ARX,",",GRPR,Ataxia,",",microcephaly,",",hypoxia,",",hypotonia,",",mental,retardation,RBI,0.0662,0.014495,PTEN,",",NF1,Ataxia,",",major,depression,",",hypoxia,",",tuberous,sclerosis,",",mental,retardation,EMX2,0.1834,0.025706,DCX,",",T5C1,Microcephaly,",",mental,retardation,",",tuberous,sclerosis,",",hypotonia,",",spasticity,ATRX,0.3561,0.039603,SNRPN,Ataxia,",",microcephaly,",",mental,retardation,",",hypotonia,",",spasticity,SLC17A5,0.3569,0.039603,TH,Ataxia,",",mental,retardation,",",infantile,hypotonia,",",hypotonia,",",spasticity}	{"Table 4 The top 40 network — based candidates ( NBC ) sorted on the number of autism sibling disorders ( see Fig .","1 ) in which the genes are implicated"}	{"NBC genes are directly connected to a multi — disorder autism gene , but not yet implicated in autism .","The MDAG gene ( s ) to which the NBC gene interacts is provided ."}	1
RELATION_GENEHPOTERM_journal.pone.0086744.pdf_724_724_13_13_19_20	adiponectin/HP:0000819|Diabetes mellitus	{13}	{19,20}	{Nfiehle,K,",",Stepan,H,",",Fasshauer,IVI,(,2012,),Leptin,",",adiponectin,and,other,adipokines,in,gestational,diabetes,mellitus,and,pre,~,ecla,.}	{"Mathew AV , Okada S , Sharma K ( 2011 ) Obesity related kidney disease .","Curr Diabetes Rev 7 : 4l * 49 ."}	{"mpsia .","Clin Endocrinol ( Oxf ) 76 : 2 * ll ."}	0.842
