relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_journal.pone.0060253.pdf_518_518_21_23_26_27	retinoic_acid_receptor/HP:0012324|Myeloid leukemia	{21,22,23}	{26,27}	{VVang,C,",",CurtisJE,",",l,"\\\\",’,Iinden,IVID,",",l,"\\\\",’,IcCulloch,EA,(,1989,),Expression,ofa,retinoic,acid,receptor,gene,in,myeloid,leukemia,cells,.}	{"Science 246 : 500 — 503 .","16 ."}	{"Leukemia 3 : 264 — 269 .","17 ."}	0.968	1	1	{DEP_PATH_[nn@nn-prep_in|cell],"WORD_SEQ_NER_[gene in]","WORD_SEQ_[gene in]",WORD_SEQ_LEN_[2],HPO_NGRAM_RIGHT_1_[cell],GENE_NGRAM_RIGHT_1_[gene],GENE_NGRAM_LEFT_1_[ofa],HPO_NGRAM_LEFT_1_[in]}	{1.28503,0.969634,0.969634,-0.758764,0.712768,0.639715,-0.517107,0.485962}
RELATION_GENEHPOTERM_SCPDFS_43906.pdf_17_17_4_4_63_63	D2/HP:0001009|Telangiectasia	{4}	{63}	{The,gene,encoding,the,D2,dopamine,receptor,(,DRD2,),",",one,of,a,large,family,of,G,—,protein,—,coupled,receptors,",",was,localized,to,human,chromosome,11q23,(,Grandy,et,al.,",",1989,),in,an,area,containing,genes,for,tuberous,sclerosis,(,TS,),(,Janssen,et,al.,",",1990,;,Smith,et,al.,",",1990,),and,ataxia,telangiectasia,(,AT,),(,Gatti,et,al.,",",1988,;,McConvi1le,et,al.,",",1990,;,Ziv,et,al.,",",1991,;,Sanal,et,al.,",",1990,),.}	{INTRODUCTION,"G-protein-coupled receptors play an important role in transmembrane signal transduction and neurotransmis — sion and may be involved in a number of human disorders ."}	{"Recent studies have also deﬁned two constitutional chromosome translocations involving 11q23 , one associated with familial schizophrenia ( St. Claire et al. , 1990 ) and the second with bipolar manic depression ( Smith et al. , 1989 ) .","Because of the extensive clinical and pharmacological evidence suggesting a relationship between dopaminer — gic neurotransmission with Various neurophysiologic and neuropsychiatric abnormalities , analysis of the DRD2 gene and closely linked genes might provide important insight into one or more of these diseases ."}	0.926	0.468	0.776	{HPO_NGRAM_LEFT_1_[ataxia],GENE_NGRAM_LEFT_1_[the],HPO_NGRAM_RIGHT_1_[(],GENE_NGRAM_RIGHT_1_[dopamine],VERB_[encode],VERB_[contain],MIN_VERB_GENE_[couple],VERB_[be],VERB_[couple],MIN_VERB_HPO_[contain]}	{2.60423,0.979093,-0.931583,-0.545532,0.475877,-0.333549,0.247368,-0.125888,0.0928999,-0.0525347}
RELATION_GENEHPOTERM_journal.pone.0073505.pdf_14_14_17_17_31_32	NPY/HP:0002121|Absence seizures	{17}	{31,32}	{These,results,demonstrate,that,long,—,term,valproate,treatment,results,in,an,upregulation,of,thalamic,expression,of,NPY,implicating,this,as,a,potential,contributor,to,the,mechanism,by,which,valproate,suppresses,absence,seizures,.}	{"NPY mRNA expression was measured in different brain regions using qPCR .","Valproate treatment suppressed seizures by 80 % in GAERS ( p < 0.05 ) and increased NPY mRNA expression in the thalamus ( p < 0.05 ) compared to saline treatment ."}	{"Citation : Elms J , Powell KL , van Raay L , Dedeurwaerdere S , O'Brien TJ , et al. ( 2013 ) Long » Term Valproate Treatment Increases Brain Neuropeptide Y Expression and Decreases Seizure Expression in a Genetic Rat Model of Absence Epilepsy .","PLoS ONE 8 ( 9 ) : e73505 ."}	0.952	0.984	1	{HPO_NGRAM_LEFT_1_[suppress],GENE_NGRAM_LEFT_1_[of],MIN_VERB_GENE_[implicate],HPO_NGRAM_RIGHT_1_[.],MIN_VERB_HPO_[suppress],VERB_[implicate],VERB_[demonstrate],VERB_[suppress],GENE_NGRAM_RIGHT_1_[implicate],VERB_[result]}	{1.55935,1.38319,0.772465,-0.710675,-0.567333,0.508292,-0.241691,0.205381,-0.0673594,0.045428}
RELATION_GENEHPOTERM_journal.pone.0011700.pdf_469_469_10_10_34_35	STAT1/HP:0003003|Colon cancer	{10}	{34,35}	{B,and,C,:,Silencing,of,IL-1,[,3,or,STAT1,(,B,),in,macrophages,",",or,treatment,with,vitamin,D3,(,C,),abrogates,the,ability,of,macrophages,to,stabilize,Snail,in,colon,cancer,cells,.}	{"A : HCT116 and Hke — 3 cells were transfected with NSP or Snail specific siRNA and were treated with TRAIL in the absence or the presence of macrophages or IL-1 [ 3 as indicated .","Data represent the average of two independent experiments ."}	{"doi :10.1371 / journa | .","pone ."}	0.938	0.518	1	{GENE_NGRAM_LEFT_1_[or],VERB_[abrogate],GENE_NGRAM_RIGHT_1_[(],MIN_VERB_HPO_[stabilize],HPO_NGRAM_RIGHT_1_[cell],VERB_[stabilize],HPO_NGRAM_LEFT_1_[in],MIN_VERB_GENE_[abrogate]}	{1.46812,1.23562,-1.1278,-0.945796,0.712768,0.531586,0.485962,0.193563}
RELATION_GENEHPOTERM_journal.pone.0063374.pdf_277_277_48_48_13_14	SREBP2/HP:0003651|Foam cells	{48}	{13,14}	{The,loading,of,macrophages,with,lipids,from,mLDL,that,to,some,extent,mimics,foam,cells,formation,in,atheroma,was,associated,with,signiﬁcant,changes,in,expression,of,3,from,6,mRNA,species,:,an,increase,in,the,contents,of,LXRB,and,PPAROC,mRNAs,and,decrease,in,the,level,of,SREBP2,mRNA,(,Fig,.}	{"1 ) .","No gender differences were observed ."}	{"6 ) .","Thus , the changes in mRNAs expression in whole aorta intima during atherosclerosis progression ( Fig ."}	0.966	0.91	0.02	{HPO_NGRAM_LEFT_1_[mimic],GENE_NGRAM_LEFT_1_[of],GENE_NGRAM_RIGHT_1_[mrna],INV_VERB_[associate],INV_MIN_VERB_GENE_[mimic],INV_VERB_[be],HPO_NGRAM_RIGHT_1_[formation],INV_MIN_VERB_HPO_[decrease],INV_VERB_[decrease],INV_VERB_[mimic]}	{2.33129,1.38319,-0.830482,0.565286,0.284387,-0.247002,0.112493,-0.103551,-0.0610969,-0.0304077}
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_19758.pdf_733_733_7_7_5_5	HERG/HP:0011675|Arrhythmia	{7}	{5}	{A,molecular,basis,for,cardiac,arrhythmia,:,HERG,mutations,cause,long,QT,syndrome,.}	{"Curran , M.E. , Splawski , I. , Timothy , I ( .","W. , Vincent , G.M. , Green , E.D. , I ( eating , M.T. , 1995 ."}	{"Cell 80 , 795-803 .","Delisle , B.P. , Anson , B.D. , Rajamani , S. , January , C.T. , 2004 ."}	0.998	0.714	0.932	{GENE_NGRAM_RIGHT_1_[mutation],INV_WORD_SEQ_LEN_[1],INV_SINGLE_VERB_[cause],HPO_NGRAM_LEFT_1_[cardiac],HPO_NGRAM_RIGHT_1_[:],INV_WORD_SEQ_[:],INV_WORD_SEQ_NER_[:],INV_MIN_VERB_[cause],GENE_NGRAM_LEFT_1_[:],INV_DEP_PATH_[nn-nsubj|mutation-dep|cause@prep_for]}	{2.63586,-1.40551,1.26289,0.916829,-0.778693,0.768468,0.768468,0.624858,0.326153,0.158284}
RELATION_GENEHPOTERM_journal.pone.0055094.pdf_290_290_2_2_20_23	ANKRD26/HP:0005537|Decreased mean platelet volume	{2}	{20,22,23}	{Furthermore,",",ANKRD26,mutations,in,patients,with,type,2,familial,thrombocytopenia,were,associated,with,both,reduced,012,integrin,expression,and,decreased,mean,platelet,volume,[,28,],.}	{"Recent experiments using retroviral vectors in a mouse model demonstrated a ligand-dependent down regulation of the activated CX2 integrin during megakaryocyte maturation in a collagen rich environment [ 26 ] .","Also , in WASp ( Wiscott-Aldrich Syndrome protein ) - deﬁcient mice , a defect was demonstrated in the negative regulation of proplatelet formation mediated by the 0L2 integrin [ 27 ] ."}	{References,"1 ."}	0.974	0.986	0.882	{GENE_NGRAM_RIGHT_1_[mutation],"GENE_NGRAM_LEFT_1_[,]",HPO_NGRAM_RIGHT_1_[[],VERB_[associate],MIN_VERB_GENE_[associate],HPO_NGRAM_LEFT_1_[and],MIN_VERB_HPO_[decrease],VERB_[reduce],VERB_[decrease],VERB_[be]}	{2.63586,1.35772,-0.596447,0.413389,-0.351856,0.337784,0.259982,-0.231778,-0.15365,-0.125888}
RELATION_GENEHPOTERM_journal.pone.0000109.pdf_143_143_112_112_68_69	NS/HP:0001681|Angina pectoris	{112}	{68,69}	{0r1,>,Chronic,bronchitis,or,emphysema,of,the,lung,9.5,8.9,NS,"}",>,Asthma,4.2,6.0,<,0.001,@,>,Allergic,rhinitis,",",e.g.,",",hay,fever,24.1,31.3,<,0.001,3,High,blood,pressure,27.7,24.7,<,0.001,`,),>,Hypertension,5.7,4.8,0.003,@,$,>,High,cholesterol,14.1,13.2,0.047,>,Diabetes,2.2,2.1,NS,ݳ,>,Myocardial,infarction,0.7,0.7,NS,>,Angina,pectoris,1.6,1.5,NS,P˲,>,Arterial,fibrillation,or,flutter,1.4,1.4,NS,3,Stroke,0.3,0.2,NS,PH,>,Other,disorder,of,the,brain,circulation,1.4,1.3,NS,o,>,Gastric/duodenal,ulcer,6.1,5.0,<,0.001,@,>,Liver,disease,1.4,1.3,NS,3,Kidney,disease,2.5,2.0,0.017,Rheumatoid,arthritis,2.0,1.7,0.047,t,>,Osteoarthritis,7.2,5.5,NS,3,Sciatica,15.8,13.5,<,0.001,П,>,>,Grey,cataract,or,glaucoma,1.2,1.0,NS,pc,>,Migraine,20.9,18.3,<,0.001,3,Epilepsy,1.4,1.1,NS,o,',>,Brain,damage,(,more,serious,than,concussion,),0.9,0.8,NS,o,>,Meningitis,or,cerebrospinal,meningitis,2.1,1.8,NS,B,>,>,Other,brain,or,neurological,disease,1.6,1.7,NS,3,Depression,12.6,11.3,0.006,=,>,Panic,attack,5.6,4.3,<,0.001,P,=,>,Anorexia,",",bulimia,1.8,1.8,NS,Other,mental,disturbance,3.0,2.9,NS,>,Malignant,growth,(,cancer,),1.7,1.7,NS}	{"Having a pet","` @ > DISEASE INDICATORS Yes No P value"}	{"> “ Combines categories no/not wanted and no/impossible to keep .","I doi :10.1371 / journa | ."}	0.95	0.052	0.996	{INV_VERB_[flutter],INV_MIN_VERB_[pectori],GENE_NGRAM_RIGHT_1_[3],HPO_NGRAM_LEFT_1_[>],INV_VERB_[pectori],HPO_NGRAM_RIGHT_1_[1.6],GENE_NGRAM_LEFT_1_[1.3]}	{3.74169,1.95511,-1.46351,-1.28462,0.33952,-0.248497,-0.0613236}
RELATION_GENEHPOTERM_SCPDFS_27193.pdf_505_505_3_3_21_21	EWS/HP:0006765|Chondrosarcoma	{3}	{21}	{Fusion,of,the,EWS,gene,to,CHN,",",a,member,of,the,steroid/thyroid,receptor,gene,superfamily,",",in,a,human,myxoid,chondrosarcoma,.}	{"9 , 2627 — 2640 .","Clark , J. , Benjamin , H. , Gill , S. , Sidhar , S. , Goodwin , G. , Crew , J. , Gusterson , B.A. , Shipley , J. , Cooper , C.S. , 1996 ."}	{"Oncogene 12 , 229 — 235 .","Dynan , W.S. , Tjian , R. , 1983 ."}	0.998	0.804	0.968	{HPO_NGRAM_LEFT_1_[myxoid],GENE_NGRAM_LEFT_1_[the],HPO_NGRAM_RIGHT_1_[.],GENE_NGRAM_RIGHT_1_[gene]}	{4.69986,0.979093,-0.710675,0.639715}
RELATION_GENEHPOTERM_journal.pone.0006585.pdf_279_279_82_82_419_419	APITD1/HP:0001332|Dystonia	{82}	{419}	{cyc,|,ic,nucleotide,3,’,phosphodiesterase,CNP,17q21,1267,4,—,aminobutyrate,aminotransferase,ABAT,16p13,.2,18,5,—,hydroxytryptamine,(,serotonin,),receptor,2a,HTR2A,13q14,—,q21,3356,adenylate,cyclase,activating,polypeptide,1,(,pituitary,),receptor,type,i,ADCYAP1R1,7p14,117,amphiphysin,(,stiff,—,man,syndrome,with,breast,cancer,128,kda,autoantigen,),AMPH,7p14,—,p13,273,apolipoprotein,e,TOMM40,19q13,10452,cocaine,—,and,amphetamine,—,regu,|,ated,transcript,CART,5q13,.2,9607,cortistatin,APITD1,1p36,.22,378708,discs,",",large,(,drosophila,),homo,|,og,—,associated,protein,1,DLGAP1,18p11,.3,9229,double,c2,—,|,ike,domains,",",alpha,DOC2A,16p11,.2,8448,drebrin,1,DBN1,5q35,.3,1627,dystrobrevin,",",alpha,DTNA,18q12,1837,gaba,(,a,),receptor,—,associated,protein,like,1,GABARAPL1,12p13,.2,23710,gamma,~,aminobutyric,acid,(,gaba,),a,receptor,",",alpha,1,GABRA1,5q34,—,q35,2554,gamma,—,aminobutyric,acid,(,gaba,),a,receptor,",",alpha,4,GABRA4,4p12,2557,gamma,~,aminobutyric,acid,(,gaba,),a,receptor,",",alpha,5,GABRA5,15q11,.2,—,q12,2558,gamma,—,aminobutyric,acid,(,gaba,),a,receptor,",",beta,1,GABRB1,4p12,2560,gamma,»,aminobutyric,acid,(,gaba,),a,receptor,",",delta,GABRD,1p,|,1p36,.3,2563,gamma,—,aminobutyric,acid,(,GABA,),A,receptor,",",gamma,1,GABRG1,4p12,2565,gamma,~,aminobutyric,acid,(,gaba,),a,receptor,",",gamma,1,GRIA2,4q32,—,q33,2891,gamma,—,aminobutyric,acid,(,gaba,),a,receptor,",",gamma,2,GABRG2,5q31,.1,—,q33,.1,2566,gamma,»,aminobutyric,acid,(,gaba,),b,receptor,",",2,GABBR2,9q22,.1,—,q22,.3,9568,gamma,—,aminobutyric,acid,(,gaba,),receptor,",",rho,1,GABRR1,6q14,—,q21,|,6q13,—,q16,.3,2569,glutamate,dehydrogenase,1,GLUD1,10q23,.3,2746,glutamate,receptor,",",ionotrophic,",",ampa,3,GRIA3,Xq25,—,q26,2892,glutamate,receptor,",",ionotropic,",",ampa,1,GRIA1,5q33,|,5q31,.1,2890,glutamate,receptor,",",ionotropic,",",ampa,2,GRIA2,4q32,—,q33,2891,glutamate,receptor,",",ionotropic,",",kainate,1,GRIK1,21q22,.11,2897,glutamate,receptor,",",ionotropic,",",n,—,methy,|,d,—,aspartate,2a,GR,|,N2A,16p13,.2,2903,glutamate,receptor,",",metabotropic,3,GRM3,7q21,.1,—,q21,.2,2913,g,|,utamate,—,ammonia,ligase,(,glutamine,synthetase,),GLUL,1q31,2752,gtp,cyclohydrolase,1,(,dopa,—,responsive,dystonia,),GCH1,14q22,.1,—,q22,.2,2643,mitogen,—,activated,protein,kinase,1,MAPK1,22q11,.2,|,22q11,.21,5594,myelin,basic,protein,MBP,18q23,4155,myelin,oligodendrocyte,glycoprotein,MOG,6p22,.1,4340,nad,(,p,),h,dehydrogenase,",",quinone,1,NQO1,16q22,.1,1728,neuronal,pentraxin,ii,NPTX2,7q21,.3,—,q22,.1,4885,neuropeptide,y,NPY,7p15,.1,4852,pallidin,homolog,(,mouse,),PLDN,15q21,.1,26258,peripheral,myelin,protein,22,PMP22,17p12,—,p11,.2,5376,phosphatidylinositol,4,—,kinase,",",catalytic,",",alpha,polypeptide,P,|,K4CA,22q11,.21,5297,piccolo,(,presynaptic,cytomatrix,protein,),PCLO,7q11,.23,—,q21,.3,27445,potassium,large,conductance,ca,|,cium,—,activated,channel,",",subfamily,m,",",beta,member,4,KCNMB4,12q,27345,potassium,vo,|,tage,—,gated,channel,",",kqt,~,|,ike,subfamily,",",member,2,KCNQ2,20q13,.3,3785,rab14,",",member,ras,oncogene,family,RAB14,9q32,—,q34,.11,51552,s100,calcium,binding,protein,",",beta,(,neural,),5100B,21q22,.3,6285,sodium,channel,",",vo,|,tage,—,gated,",",type,x,",",alpha,SCN10A,3p22,—,p21,6336,solute,carrier,family,1,(,glial,high,affinity,glutamate,transporter,),",",member,2,SLC1A2,11p13,—,p12,6506,solute,carrier,family,1,(,glial,high,affinity,glutamate,transporter,),",",member,3,SLC1A3,5p13,6507,solute,carrier,family,6,(,neurotransmitter,transporter,",",creatine,),",",member,8,SLC6A8,Xq28,6535}	{"Name Symbol Cytoband Entrez Gene 2 ’ ,3 ’ .","— ."}	{"5 PLoS ONE | www .","p | osone.org 8"}	0.924	1	0.984	{HPO_NGRAM_LEFT_1_[responsive],HPO_NGRAM_RIGHT_1_[)],VERB_[gate],VERB_[ate],MIN_VERB_[activate],VERB_[associate],VERB_[)],VERB_[activate],VERB_[|],GENE_NGRAM_RIGHT_1_[1p36],GENE_NGRAM_LEFT_1_[cortistatin]}	{1.85242,-1.19677,0.690249,0.50144,-0.431231,0.413389,0.250889,0.154273,0.119079,0,0}
RELATION_GENEHPOTERM_journal.pone.0081133.pdf_130_130_28_28_81_81	PTEN/HP:0009733|Glioma	{28}	{81}	{Mutation,of,phosphorylation,sites,in,the,PTEN,Cterminus,represses,TGFB-induced,EMT,and,aberrance,cell,motility,in,H358,cells,To,confirm,the,biological,effects,of,TGFB-induced,phosphorylation,of,the,PTEN,C-terminus,in,lung,cancer,cells,",",we,investigated,whether,mutation,of,phosphorylation,sites,in,PTEN,can,affect,both,TGFB-induced,EMT,and,the,migration,ability,of,lung,cancer,cells,by,using,a,Dox-dependent,gene,expression,system,because,several,PTENWt,reconstitution,models,have,suggested,that,PTENWt,transduction,might,induce,a,slow,growth,ratio,in,glioma,cells,[,15,],.}	{"Treatment with SB 431542 successfully inhibited the TGF8-induced increase in the p-PTEN/PTEN ratio ( Figure 1 | ) , a finding supported by data showing that treatment with 10 [ AM SB 431542 inhibited smad2 activation ( data not shown ) .","Thus , a TGFB-induced increase in the p-PTEN/PTEN ratio might be involved in the TGF8-induced acquisition of malignant phenotypes in lung cancer cells ."}	{"First to verify that four-Ala substitution inhibits phosphorylation of the PTEN C-terminus in de novo PTEN protein induced by Dox , western blotting was performed on H358ON cells expressing Doxdependent GFP , GFP-PTENWt , or GFP-PTEN4A in the absence or presence of Dox .","Although de novo GFP-PTEN expression was observed in H358ON cells expressing Doxdependent GFP-PTENWt or GFP-PTEN4A when Dox was added , phosphorylated GFP-PTEN was detected only in H358ON cells expressing Dox-dependent GFP-PTENWt ( Figure 2A ) ."}	0.902	0.9	0.998	{GENE_NGRAM_LEFT_1_[the],VERB_[affect],HPO_NGRAM_RIGHT_1_[cell],VERB_[repress],HPO_NGRAM_LEFT_1_[in],VERB_[investigate],VERB_[use],MIN_VERB_GENE_[confirm],VERB_[suggest],MIN_VERB_HPO_[induce],VERB_[induce],VERB_[[],VERB_[have],VERB_[confirm],GENE_NGRAM_RIGHT_1_[c-terminus]}	{0.979093,0.816101,0.712768,0.692307,0.485962,-0.481822,-0.339976,-0.302373,-0.264506,-0.23136,-0.188033,0.18615,0.156579,-0.0659507,0}
RELATION_GENEHPOTERM_journal.pgen.1002334.pdf_253_253_305_305_35_35	HS/HP:0010522|Dyslexia	{305}	{35}	{Band,CNV,Sample,Cohort,Type,count,Inheritance,count,count,count,chr7,69876932,70546042,6691,10,7q1,1.22,duplication,1,102,Dyslexia,HS,1,paternal,o,o,o,chr7,110381300,110851860,470560,7q31,.1,deletion,3437,Dyslexia,non,HS,102,paternal,2,o,o,chr8,11373083,11434911,61828,8p23,.1,deletion,1012,Dyslexia,HS,16,maternal,o,o,o,chr9,6348644,6740836,392192,9p24,.1,deletion,1004,Dyslexia,non,HS,11,paternal,o,o,o,chr9,1,9098781,9098780,9p24,deletion,3381,D,non,HS,3,de,novo,o,15,o,chr11,121813520,134447248,12633728,11q24.1-q25,deletion,2597,ID,non,HS,33,de,novo,o,15,o,chr18,1,15313807,15313806,18p11,.21,duplication,2492,D,non,HS,1,de,novo,o,4,o,chr9,73827781,79830447,6002666,9q21,.13,deletion,3413,D,non,HS,1,de,novo,o,4,o,chr3,196825112,197208742,383630,3q29,deletion,3331,D,HS,o,NA,o,2,1,chr6,161747330,162612669,865339,6q26,deletion,2562,D,non,HS,o,maternal,o,2,o,chr6,162129914,162555946,426032,6q26,deletion,2548,D,non,HS,48,paternal,o,2,o,chr9,218822,3742630,3523808,9p24,deletion,2615,D,non,HS,1,de,novo,o,2,o,chr3,71242809,77832202,6589393,3p13,deletion,2509,D,non,HS,o,de,novo,o,1,o,chr3,127000260,131353408,4353148,3q21,.3,duplication,2237,D,non,HS,1,NA,o,1,o,chr6,107959196,111971187,4011991,6q21,deletion,2644,D,non,HS,o,de,novo,o,1,o,chrX,146437800,147110597,672797,Xq27,duplication,2643,D,non,HS,6,NA,o,1,o,chrY,6895278,7233586,338308,Yp11,.2,duplication,2580,D,non,HS,2,NA,o,1,o,chr1,76466419,77200494,734075,1p31,.1,duplication,3399,D,non,HS,o,maternal,o,o,o,chr1,90483825,90786224,302399,1p22,.2,duplication,1799,D,non,HS,48,NA,o,o,o,chr1,235537560,237086860,1549300,1q43,deletion,2518,D,non,HS,2,NA,o,o,o,chr10,128662416,129042087,379671,10q26,.2,deletion,1402,D,non,HS,23,maternal,o,o,o,chr11,22232079,25091772,2859693,11p14,.3,deletion,1613,D,non,HS,2,de,novo,o,o,o,chr13,95576502,96051348,474846,13q31,.3,q32,.2,deletion,2175,ID,non,HS,3,NA,o,o,o,chr14,40428504,40755943,327439,14q21,.1,duplication,3322,D,non,HS,89,NA,o,o,1,chr15,80767738,100147041,19379303,15q25,duplication,2522,D,non,HS,36,paternal,or,o,o,o}	{"Cont .","Gene Control DECIPHER DGV Chr Start End Size Chr ."}	{"de novo chr17 34089604 34566438 476834 17q12 duplication 72 D HS 4 NA o o o chr18 50965716 52820402 1854686 18q21 duplication 1164 D non HS 37 de novo o o o chr19 60032498 61147051 1114553 19q13 .42 deletion 3262 D non HS 24 de novo o o o chr2 153753287 183588035 29834748 2q24 .3 q32 .1 duplication 2559 D non HS 5 de novo o o o chr2 188179827 188853079 673252 2q32 .1 duplication 2522 D non HS 1 paternal or o o o","de novo chr3 50846910 58424157 7577247 3p21 .31 p14 .3 duplication 3448 ID non HS 54 de novo o o o chr3 62489781 63320060 832020 3p14 .2 duplication 3445 D non HS 413 paternal o o o chr3 137464270 137768886 304616 3q22 .3 deletion 3349 D non HS 25 NA o o o chr4 7148184 7818626 670442 4p16 .1 duplication 2488 D non HS 2 NA o o o chr4 43534966 45590689 2055723 4p13 deletion 1318 D non HS o paternal o o o chr4 57346833 86106712 28759879 4q12q21 .33 duplication 2154 ID non HS 2 de novo o o o chr4 152300259 152723977 423718 4q31 .3 deletion 699 D non HS 9 de novo o o o chr5 28427525 28630668 203143 5p14 .1 deletion 2569 D non HS 4 NA o o o chr5 98793016 98851760 58744 5q21 .1 deletion 1519 D HS 1 NA o o o chr5 156526018 164133824 7607806 5q33 .3 q34 duplication 3448 ID non HS 1 de novo o o o chr6 92767349 92988105 220756 6q16 .1 deletion 3316 D non HS 15 NA o o o chr7 45180992 45274014 93022 7p13 deletion 3296 D HS 1 paternal or o o 1"}	1	0.026	0.936	{HPO_NGRAM_RIGHT_1_[non],GENE_NGRAM_LEFT_1_[non],GENE_NGRAM_RIGHT_1_[48],HPO_NGRAM_LEFT_1_[3437]}	{3.27322,2.52213,-0.928469,0}
RELATION_GENEHPOTERM_journal.pone.0059786.pdf_183_183_9_9_16_16	MLLT4/HP:0001909|Leukemia	{9}	{16}	{regulator,NUP155,Nucleoporin,155,kDa,—,1.512,Nucleus,Transporter,MLLT4,Myeloid/lymphoid,or,mixed,»,|,ineage,leukemia,—,1.506,Nucleus,Other,NAPG,N,—,ethy,|,ma,|,eimide,—,sensitive,factor,attachment,protein,",",y,—,1.506,Cytoplasm,Transporter,AMN1,Antagonist,of,mitotic,exit,network,1,homolog,—,1.454,Plasma,Membrane,Other,1Va,|,ues,are,the,log,;,of,the,ratio,of,gene,transcript,levels,(,proﬁlin,/,ISA,71,+,proﬁlin,alone,),.}	{"diphosphate farnesyltransferase 1 2.031 Cytoplasm Enzyme COL17A1 Collagen , type XVII , or 1 1.947 Plasma Membrane Other ARL8A ADP — ribosy | ation factor — | ike 8A 1.914 Cytoplasm Enzyme TERT Telomerase reverse transcriptase 1.893 Nucleus Enzyme PRKCH Protein kinase C , [ 3 1.836 Cytoplasm Kinase 1 ' | ' C9 Tetratricopeptide repeat domain 9 1.813 Unknown Other HSD11B1 Hydroxysteroid ( 11 — [ 3 ) dehydrogenase 1 1.805 Cytoplasm Enzyme EPSTI1 Epithelial stromal interaction 1 ( breast ) 1.792 Unknown Other | RAK1BP1 | L » 1 receptor — associated kinase 1 binding protein 1 1.758 Unknown Other TUBB1 Tubulin , B 1 1.731 Cytoplasm Other CCDC81 Coi | ed — coi | domain containing 81 1.728 Unknown Other P4HA3 Polyl 4 — hydroxy | ase , alpha polypeptide Ill 1.691 Unknown Enzyme Down — regu | ated RAB14 RAB14 , member RAS oncogene family — 5.333 Cytoplasm Enzyme SFTPA1 Surfactant protein A1 — 3.568 Extracellular Space Transporter USP32 Ubiquitin specific peptidase 32 — 2.270 Cytoplasm Enzyme PDESA Posphodiesterase 5A , cGMP — specific — 2.229 Cytoplasm Enzyme AHR Aryl hydrocarbon receptor — 2.044 Nucleus Nuclear receptor GOLGB1 Golgin B1 — 1.959 Cytoplasm Other AB | 3BP ABI family , member 3 ( NESH ) binding protein — 1.953 Extracellular Space Other XPO1 Exportin 1 ( CRM1 homolog , yeast ) — 1.774 Nucleus Transporter ATP6VOD2 ATPase , H1 transporting , lysosomal 38 kDa , subunit d2 — 1.766 Cytoplasm Transporter VWF Von Willebrand factor — 1.757 Extracellular Space Other PHACTR1 Phosphatase and actin regulator 1 — 1.724 Cytoplasm Other NUP153 Nucleoporin 153 kDa — 1.720 Nucleus Transporter FAM91A1 Family with sequence similarity 91 , member A1 — 1.647 Unknown Other AR | D4A AT rich interactive domain 4A ( RBP1 — | ike ) — 1.579 Nucleus Transcr .","regulator PROC Protein C ( inactivator of coagulation factors Va , Vllla ) — 1.575 Extracellular Space Peptidase PIAS1 Protein inhibitor of activated STAT , 1 — 1.525 Nucleus Transcr ."}	{"doi :10.1371 / journa | .","pone ."}	0.904	0.808	0.968	{HPO_NGRAM_LEFT_1_[ineage],HPO_NGRAM_RIGHT_1_[—],GENE_NGRAM_RIGHT_1_[myeloid/lymphoid],MIN_VERB_[be],WORD_SEQ_LEN_[6],VERB_[be],GENE_NGRAM_LEFT_1_[Transporter],VERB_[(],"WORD_SEQ_NER_[myeloid/lymphoid or mixed » | ineage]","WORD_SEQ_[myeloid/lymphoid or mixed » | ineage]",DEP_PATH_[nn-dep|myeloid/lymphoid@conj_or]}	{3.10223,-0.820007,0.540338,-0.391409,-0.185899,-0.125888,-0.0822552,0.0638372,0,0,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0006251.pdf_52_52_10_10_20_21	AKT/HP:0003002|Breast carcinoma	{10}	{20,21}	{Increased,activation,of,PI-3,',K,and,its,downstream,effector,AKT,has,also,been,associated,with,Tzb,resistance,in,HER2dependent,breast,carcinoma,cells,[,28,—,30,],.}	{"R PLoS ONE | www .","p | osone.org cyclin-dependent kinase ( CDK ) - inhibiting protein p27Kip1 and independent attenuation of PI-3 ’ K/AKT/mTOR-mediated apoptosis through downregulation of the phosphatase and tensin homolog ( PTEl \\\\ D tumor suppressor have also been implicated as potential sources of resistance to HER2-targeted therapies [ 24 ~ 27 ] ."}	{"To date , the survival pathway of macroautophagy ( also referred as autophagy ) has not been implicated in Tzb resistance .","Autophagy — lysosomal degradation , or eating ( p/zagy ) , of part of the cell ’s self ( auto ) - is a catabolic process of organelle digestion that generates ATP during periods on nutrient limitation [ 3l — 37 ] ."}	0.914	0.386	1	{GENE_NGRAM_LEFT_1_[effector],GENE_NGRAM_RIGHT_1_[have],HPO_NGRAM_RIGHT_1_[cell],MIN_VERB_GENE_[increase],VERB_[associate],VERB_[[],VERB_[have],MIN_VERB_HPO_[associate],VERB_[be],HPO_NGRAM_LEFT_1_[her2dependent]}	{2.50883,-1.26808,0.712768,-0.521139,0.413389,0.18615,0.156579,0.146323,-0.125888,0}
